MID,AA,Aa,aa,F statistic,p value,Trait,Frameshift,Effect,Site,Transcript,ID,QTL,Expression cluster,Functionally annotated,Outlier in expression,annotation,FDR adjusted p value
10473,59,35,69,20.98089618988913,8.092101201369923e-09,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35574.1,7536736,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",1.2871282338247373e-05
10277,108,4,48,21.00969838463065,8.219272482804467e-09,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535626,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.2962767873304333e-05
10325,108,4,48,20.985062030879114,8.380595152731031e-09,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535681,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.3106124016161723e-05
10290,107,4,49,20.936438394658023,8.708464058224016e-09,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535639,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.3505376343629078e-05
10451,111,4,48,20.85536470553916,8.938787737180518e-09,Filtered_Shoot_length,no,missense,exon,LOC_Os06g35574.1,7536669,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",1.3748003288341275e-05
10325,111,4,48,20.80719286747889,9.28703868755102e-09,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535681,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.416654016191184e-05
9963,111,5,47,20.783359119982645,9.464389651457112e-09,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534020,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.4304375074814032e-05
10200,111,4,48,20.774507524965788,9.531125788699302e-09,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35524.1,7535432,qCDP7,1,No,No,expressed protein,1.4304375074814032e-05
7539,120,26,27,20.568939765108446,1.000080804325529e-08,Width_WO_husk,no,missense,exon,LOC_Os05g08900.1,5698868,qCDP5,2,No,No,expressed protein,1.4889203014798477e-05
10031,112,16,32,20.67641287940861,1.0695693584905582e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534089,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.5082431988663154e-05
10611,127,34,12,20.47065746840084,1.0824757060628264e-08,Width_WO_husk,no,synonymous,intron,LOC_Os06g35670.2,7539286,qCDP7,5,No,No,expressed protein,1.5082431988663154e-05
10574,127,34,12,20.47065746840084,1.0824757060628264e-08,Width_WO_husk,no,synonymous,intron,LOC_Os06g35670.1,7539286,qCDP7,5,No,No,expressed protein,1.5082431988663154e-05
9981,110,16,37,20.61275775954407,1.0838139031676649e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534038,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.5082431988663154e-05
10104,110,4,49,20.606070426865774,1.0895923909257881e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534670,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",1.5082431988663154e-05
10373,110,4,49,20.606070426865774,1.0895923909257881e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535800,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",1.5082431988663154e-05
10073,110,4,49,20.606070426865774,1.0895923909257881e-08,Filtered_Shoot_length,no,missense,exon,LOC_Os06g35480.1,7534186,qCDP7,2,No,No,"peroxidase precursor, putative, expressed",1.5082431988663154e-05
10343,110,4,49,20.606070426865774,1.0895923909257881e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535770,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",1.5082431988663154e-05
10359,110,4,49,20.591702054951774,1.1021137647828833e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535786,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",1.5082431988663154e-05
10093,110,4,49,20.591702054951774,1.1021137647828833e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534659,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",1.5082431988663154e-05
10030,112,19,29,20.63844233997079,1.1022088933144486e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534088,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.5082431988663154e-05
10243,58,6,99,20.533065259655523,1.1547421151542414e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35524.1,7535475,qCDP7,1,No,No,expressed protein,1.5634185747774895e-05
10507,110,5,48,20.528079826500395,1.1593324197705188e-08,Filtered_Shoot_length,no,synonymous,exon,LOC_Os06g35590.1,7537052,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",1.5634185747774895e-05
10257,110,5,48,20.378847912363266,1.3056368977994302e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535605,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.748050551658086e-05
10122,110,4,49,20.341177867522976,1.3454370409892536e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534689,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",1.7643044476397693e-05
10290,110,4,49,20.25701689174629,1.4388539149117437e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535639,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10298,110,5,48,20.244707485797754,1.4530572530462689e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535647,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10313,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535668,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10306,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535655,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10062,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534121,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.7643044476397693e-05
10331,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535687,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10287,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,missense,exon,LOC_Os06g35530.1,7535636,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10058,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534117,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.7643044476397693e-05
10153,49,4,110,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,exon,LOC_Os06g35520.1,7535186,qCDP7,1,Yes,No,"peroxidase precursor, putative, expressed",1.7643044476397693e-05
10292,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535641,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10121,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534688,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",1.7643044476397693e-05
10296,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535645,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",1.7643044476397693e-05
10550,110,4,49,20.239866303154177,1.458682122562867e-08,Filtered_Shoot_length,no,missense,exon,LOC_Os06g35630.1,7537843,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",1.7643044476397693e-05
10418,110,5,48,20.238749137923065,1.459983261346182e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35574.1,7536635,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",1.7643044476397693e-05
10429,110,4,49,20.21114449332363,1.4925097837237826e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35574.1,7536647,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",1.7692040947829264e-05
9966,110,5,48,20.21110403098995,1.4925579950613452e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534023,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.7692040947829264e-05
10353,110,5,48,20.211104030989944,1.4925579950613618e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535780,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",1.7692040947829264e-05
10005,110,12,41,20.200645455939423,1.505072535489797e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534062,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.772746828193995e-05
10032,110,16,37,20.154090348706497,1.5620815171628468e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534090,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",1.8283230839245645e-05
10428,52,34,74,20.155735412244763,1.6168305177013244e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35574.1,7536646,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",1.880575995901353e-05
10122,107,4,49,19.98606448271245,1.850749170581415e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534689,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",2.1379772864108384e-05
10659,116,7,50,19.8003631941088,1.861108653404384e-08,Width_WO_husk,no,synonymous,intron,LOC_Os06g35700.1,7539726,qCDP7,1,No,No,"reticuline oxidase-like protein precursor, putative, expressed",2.1379772864108384e-05
10094,50,4,106,19.85820263846468,2.0494494476847835e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534660,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",2.339892897019253e-05
10195,73,37,50,19.825912475211968,2.1029609123379803e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35524.1,7535428,qCDP7,1,No,No,expressed protein,2.371885004764231e-05
10196,73,37,50,19.825912475211968,2.1029609123379803e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35524.1,7535428,qCDP7,1,No,No,expressed protein,2.371885004764231e-05
10094,50,4,109,19.771991928082787,2.1208381486953077e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534660,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",2.377638430555402e-05
2270,128,8,25,19.730731362516565,2.242870691849639e-08,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798318,qCDP2,1,No,No,"T-complex protein, putative, expressed",2.4993906332528013e-05
9981,107,16,37,19.63047212923365,2.4584581483054694e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534038,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",2.6988814990922788e-05
10343,107,4,49,19.60751528709217,2.5040288694106367e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535770,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",2.6988814990922788e-05
10104,107,4,49,19.60751528709217,2.5040288694106367e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534670,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",2.6988814990922788e-05
10373,107,4,49,19.60751528709217,2.5040288694106367e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535800,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",2.6988814990922788e-05
10073,107,4,49,19.60751528709217,2.5040288694106367e-08,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os06g35480.1,7534186,qCDP7,2,No,No,"peroxidase precursor, putative, expressed",2.6988814990922788e-05
10497,110,4,46,19.605085905207904,2.5089011248950253e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35590.1,7537041,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",2.6988814990922788e-05
6547,120,10,43,19.35253829752956,2.6782567314022986e-08,Width_WO_husk,no,synonymous,intron,LOC_Os05g08770.2,5694518,qCDP5,2,No,No,"uncharacterized protein At4g06744 precursor, putative, expressed",2.8628570979219764e-05
13935,119,37,7,19.47496124665459,2.6921339770305853e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os08g43180.1,10400368,qCDP9,5,No,No,expressed protein,2.8628570979219764e-05
10429,107,4,49,19.50993254906429,2.707484412865491e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35574.1,7536647,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",2.8628570979219764e-05
10306,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535655,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",2.9291633067218135e-05
10292,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535641,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",2.9291633067218135e-05
10296,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535645,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",2.9291633067218135e-05
10550,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os06g35630.1,7537843,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",2.9291633067218135e-05
10313,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535668,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",2.9291633067218135e-05
10058,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534117,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",2.9291633067218135e-05
10287,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os06g35530.1,7535636,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",2.9291633067218135e-05
10331,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535687,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",2.9291633067218135e-05
10153,49,4,107,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os06g35520.1,7535186,qCDP7,1,Yes,No,"peroxidase precursor, putative, expressed",2.9291633067218135e-05
10121,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35490.1,7534688,qCDP7,4,No,No,"peroxidase precursor, putative, expressed",2.9291633067218135e-05
10062,107,4,49,19.405708767341057,2.9433290615635632e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534121,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",2.9291633067218135e-05
10507,107,5,48,19.321337075397576,3.1494220992567774e-08,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os06g35590.1,7537052,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",3.117592833360033e-05
10195,73,40,50,19.2375760849931,3.259170835565275e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35524.1,7535428,qCDP7,1,No,No,expressed protein,3.192272065782619e-05
10196,73,40,50,19.2375760849931,3.259170835565275e-08,Filtered_Shoot_length,no,synonymous,intron,LOC_Os06g35524.1,7535428,qCDP7,1,No,No,expressed protein,3.192272065782619e-05
7171,50,5,118,19.04862840346459,3.431769575454653e-08,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696808,qCDP5,2,No,No,expressed protein,3.343729413571261e-05
7539,120,26,27,19.035352649962032,3.4691931166703785e-08,Height_WO_husk,no,missense,exon,LOC_Os05g08900.1,5698868,qCDP5,2,No,No,expressed protein,3.362587703189362e-05
10158,140,4,29,19.013716315405414,3.53107164743691e-08,Width_WO_husk,no,synonymous,intron,LOC_Os06g35524.1,7535373,qCDP7,1,No,No,expressed protein,3.404831262114036e-05
7541,121,25,27,18.997918442989537,3.5769568899625365e-08,Height_WO_husk,no,synonymous,exon,LOC_Os05g08900.1,5698870,qCDP5,2,No,No,expressed protein,3.431297305268186e-05
10353,107,5,48,19.10957814681869,3.733462919230314e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35540.1,7535780,qCDP7,5,No,No,"aminotransferase, classes I and II, domain containing protein, expressed",3.563063842403905e-05
10074,107,5,48,19.088679554405125,3.796748930853299e-08,Filtered_Stress_Shoot_length,no,synonymous,exon,LOC_Os06g35480.1,7534187,qCDP7,2,No,No,"peroxidase precursor, putative, expressed",3.586909002028414e-05
10418,107,5,48,19.081410921699494,3.819013858519742e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35574.1,7536635,qCDP7,1,Yes,No,"mki67 protein, putative, expressed",3.586909002028414e-05
10298,107,5,48,19.07794261709721,3.829684358328241e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535647,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",3.586909002028414e-05
9966,107,5,48,19.075589185951873,3.8369420566059915e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534023,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",3.586909002028414e-05
10257,107,5,48,19.06370785802753,3.8737958790926834e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35530.1,7535605,qCDP7,2,Yes,No,"CGMC_GSK.8 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",3.586909002028414e-05
10005,107,12,41,19.063612531273122,3.8740930113256914e-08,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os06g35470.1,7534062,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",3.586909002028414e-05
14471,24,21,116,19.03230707564518,3.929810110544088e-08,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os08g43334.1,10403345,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",3.602648579173669e-05
14944,24,21,116,19.03230707564518,3.929810110544088e-08,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os08g43334.2,10403345,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",3.602648579173669e-05
